time,x,y,z,pid_output,target_distance,relative_position,action
1754818594.5925722,0.05634,1.13293,0.0,1.5,0.6,0.05637,Moving forward 0.6m on x-axis
1754818594.6535823,0.05399,1.12876,0.0,1.5,0.6,0.054020000000000006,Moving forward 0.6m on x-axis
1754818594.693127,0.05289,1.12603,0.0,1.5,0.6,0.05292,Moving forward 0.6m on x-axis
1754818594.7531717,0.0522,1.12394,0.0,1.448868,0.6,0.05292,Moving forward 0.6m on x-axis
1754818594.792705,0.05365,1.12272,0.0,1.450317,0.6,0.052230000000000006,Moving forward 0.6m on x-axis
1754818594.8537717,0.05545,1.12351,0.0,-1.5,0.6,0.05548,Moving forward 0.6m on x-axis
1754818594.9132922,0.05582,1.12374,0.0,-1.5,0.6,0.055850000000000004,Moving forward 0.6m on x-axis
1754818594.9533477,0.05681,1.12513,0.0,-1.5,0.6,0.05684,Moving forward 0.6m on x-axis
1754818595.0139105,0.05774,1.12759,0.0,-1.5,0.6,0.05777,Moving forward 0.6m on x-axis
1754818595.056014,0.05804,1.13049,0.0,-0.017628628875359986,0.6,0.058070000000000004,Moving forward 0.6m on x-axis
1754818595.1140108,0.05827,1.1338,0.0,1.4380530000000002,0.6,0.058070000000000004,Moving forward 0.6m on x-axis
1754818595.1745794,0.05728,1.1371,0.0,1.43757,0.6,0.058300000000000005,Moving forward 0.6m on x-axis
1754818595.2365797,0.05506,1.13937,0.0,1.5,0.6,0.05509,Moving forward 0.6m on x-axis
1754818595.2731671,0.05255,1.14086,0.0,1.4443110000000001,0.6,0.05509,Moving forward 0.6m on x-axis
1754818595.3341537,0.05019,1.14288,0.0,1.5,0.6,0.05022,Moving forward 0.6m on x-axis
1754818595.3734727,0.0447,1.14537,0.0,1.4545379999999999,0.6,0.05022,Moving forward 0.6m on x-axis
1754818595.4324913,0.0447,1.14537,0.0,1.466067,0.6,0.04473,Moving forward 0.6m on x-axis
1754818595.4740183,0.02063,1.14565,0.0,1.5,0.6,0.020659999999999998,Moving forward 0.6m on x-axis
1754818595.5330153,0.02063,1.14565,0.0,1.5,0.6,0.020659999999999998,Moving forward 0.6m on x-axis
1754818595.5736551,-0.05174,1.15474,0.0,-1.5,0.6,0.05171,Moving forward 0.6m on x-axis
1754818595.6356459,-0.08535,1.16066,0.0,-1.5,0.6,0.08532,Moving forward 0.6m on x-axis
1754818595.6942296,-0.09845,1.16507,0.0,1.3808280000000002,0.6,0.08532,Moving forward 0.6m on x-axis
1754818595.7342343,-0.10174,1.16886,0.0,-1.5,0.6,0.10171,Moving forward 0.6m on x-axis
1754818595.7938015,-0.10158,1.17081,0.0,1.3464090000000002,0.6,0.10171,Moving forward 0.6m on x-axis
1754818595.8535476,-0.10146,1.17503,0.0,1.346745,0.6,0.10155,Moving forward 0.6m on x-axis
1754818595.8938017,-0.11959,1.18039,0.0,-1.5,0.6,0.11956,Moving forward 0.6m on x-axis
1754818595.9531174,-0.14947,1.19085,0.0,-1.5,0.6,0.14944,Moving forward 0.6m on x-axis
1754818595.9939163,-0.18348,1.20136,0.0,1.246176,0.6,0.14944,Moving forward 0.6m on x-axis
1754818596.0526261,-0.22,1.21129,0.0,1.174755,0.6,0.18345,Moving forward 0.6m on x-axis
1754818596.0969675,-0.25695,1.22129,0.0,-1.5,0.6,0.25692000000000004,Moving forward 0.6m on x-axis
1754818596.1532829,-0.293,1.22989,0.0,-1.5,0.6,0.29297,Moving forward 0.6m on x-axis
1754818596.2128491,-0.32877,1.23661,0.0,-1.5,0.6,0.32874000000000003,Moving forward 0.6m on x-axis
1754818596.2533963,-0.36747,1.2434,0.0,0.8696459999999999,0.6,0.32874000000000003,Moving forward 0.6m on x-axis
1754818596.3129857,-0.40491,1.25027,0.0,-1.5,0.6,0.40488,Moving forward 0.6m on x-axis
1754818596.3735738,-0.44305,1.25736,0.0,0.7097519999999999,0.6,0.40488,Moving forward 0.6m on x-axis
1754818596.4135966,-0.48082,1.26614,0.0,-1.5,0.6,0.48079000000000005,Moving forward 0.6m on x-axis
1754818596.473175,-0.51705,1.26828,0.0,0.5503409999999999,0.6,0.48079000000000005,Moving forward 0.6m on x-axis
1754818596.5127094,-0.54965,1.2701,0.0,-1.5,0.6,0.54962,Moving forward 0.6m on x-axis
1754818596.558244,-0.57888,1.27322,0.0,0.40579799999999994,0.6,0.54962,Moving forward 0.6m on x-axis
1754818596.6216397,-0.60363,1.2748,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818596.6884444,-0.6401,1.28006,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818596.7312999,-0.65415,1.27882,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818596.7897587,-0.66057,1.28012,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818596.831482,-0.66033,1.28285,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818596.8804853,-0.66075,1.28707,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818596.921266,-0.65535,1.28729,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818596.9906461,-0.64992,1.28025,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.0276606,-0.6457,1.27374,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.0922651,-0.63882,1.26625,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.124986,-0.62647,1.26542,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.1818151,-0.61279,1.26353,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.2476895,-0.60045,1.25938,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.2897615,-0.59245,1.25397,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.3480844,-0.59064,1.25808,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.389735,-0.59045,1.2598,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.451481,-0.58749,1.26254,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.4936252,-0.58475,1.26344,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.548171,-0.58232,1.26437,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.6081314,-0.58124,1.267,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.6484022,-0.58216,1.26977,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.713273,-0.58177,1.27506,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.747956,-0.58167,1.27634,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.8131537,-0.57879,1.27551,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.848021,-0.57939,1.27534,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.9131587,-0.57924,1.27704,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818597.9491608,-0.5789,1.28105,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.0074775,-0.57697,1.28171,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.0486894,-0.57478,1.28419,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.1120853,-0.57552,1.28329,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.1525323,-0.5754,1.28405,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.2139845,-0.57519,1.28292,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.2530766,-0.57376,1.28244,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.3005326,-0.57441,1.28401,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.3493643,-0.57264,1.2848,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.4131923,-0.57217,1.28313,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.448602,-0.57235,1.2786,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.5134685,-0.57428,1.27609,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.5725384,-0.57459,1.2744,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.6139386,-0.57309,1.27187,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.6730626,-0.57365,1.27595,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.71301,-0.5728,1.27712,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.7725365,-0.57048,1.28038,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.8130803,-0.57106,1.28411,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.8742583,-0.56883,1.28351,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.9131577,-0.56605,1.28544,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818598.9740748,-0.56443,1.28601,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818599.0127645,-0.56077,1.28716,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818599.0732956,-0.56133,1.2894,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
1754818599.1327393,-0.56196,1.29412,0.0,0.29243999999999987,0.6,0.6036,Moving forward 0.6m on x-axis
